name,text
cars.png,Rase
level_ground.png,LiselDwund
no.png,nwos
time.png,lon
activity_when_earthquake_occurred.png,#eading
bricks.png,bsckes
were.png,#E
city.png,dowell
slight.png,Aba
dateofshock.png,Hna0la0
fell_from.png,x
fell_from_wall.png,Lillhomsial
county.png,Packnowla
on_main_st.png,Cmaist
yes.png,esear
state.png,Allissis
dishes_on_shelves.png,duhentsdelves
all_fell_on_the_floor.png,allel
chimneys.png,ahissOnens
rocked.png,nucled
pieces_of_plaster.png,biceblestw
