-5.03321;-4.3159494;-1.4200145;-0.07165223;-3.5210752;-2.139617;-2.1860056;-0.9049494;-6.108656;-6.014559;-1.7900678;-3.6496644;-2.54353;-6.4240227;-4.57286;4.2207804;-0.4833359;-0.390741;-0.8788924;-4.096332;-2.400159;-2.69988;-1.7092884;-1.8493865;-6.328497;-4.8230443;-3.7547216;8.777864;2.7209222;-1.7873468;1.4172904;0.8493509;0.28715456;0.96157825;2.0659714;4.5808144;0.0652982;1.2152506;3.8996406;1.1462706;1.6585934;-0.5336994;0.17446315;-5.0633373;1.7853823;1.726573;-1.302775;-1.2425818;-1.6323572;1.3979574;-5.8199983;-4.268065;-5.8263464;2.4460118;0.4021324;-4.2375774;2.4675388;-1.0633808;0.84348583;-0.32019043;-0.4166753;1.4188882;-0.5260148;-2.6534994;-4.2217326;-0.43961263;0.7032164;-0.45316914;-0.94057083;-3.4839926;-0.80625594;1.0529333;1.006963;-0.7733135;-3.996242;-0.7425812;-0.86102873;-3.2283766;-2.5643744;1.350389;
-6.8235183;-11.589571;-5.8514657;-6.689572;-9.359241;-6.0606704;-6.7321663;-6.879625;-8.416824;-8.259412;-4.319199;-5.416849;-5.647719;-8.889967;-7.7988863;-3.6609416;-4.6202736;-7.548323;-5.0633435;-8.425874;-5.90558;-6.68314;-5.514121;-5.72916;-12.276069;-8.286873;-7.7808776;-0.8195069;-5.327596;-7.9595113;-5.166546;-4.734785;-6.1021776;-5.8565683;-5.0817294;-1.5144376;-7.5494356;-6.065859;-4.862632;-5.8495984;-2.9537122;-6.2749095;-7.5168867;-7.9090986;-5.2347455;-6.8043075;-8.222436;-6.666346;-7.991345;-7.4948125;-8.661336;-8.800676;-8.236646;-1.9708371;-3.0519795;-7.6576614;-2.2845004;-3.227249;-3.6894016;-4.7121344;-3.2361193;-2.0164487;-4.206113;-8.725128;-6.194442;-5.146948;-3.0166535;-3.0650687;-4.5828934;-6.215196;-5.690182;-4.0295005;-2.300366;-3.7931695;-8.065944;-5.4612885;-2.1632667;-4.716465;-5.6350517;6.4528723;
-11.694765;-11.97196;-9.422848;-12.267906;-14.842291;-7.2266474;-10.311586;-10.27753;-13.97506;-13.8696995;-5.080066;-7.8199472;-6.848149;-13.29178;-9.83868;-7.4466786;-11.342528;-11.891173;-10.995909;-11.117561;-9.697523;-14.020836;-9.945181;-9.681767;-14.571002;-15.435215;-14.06131;-9.012488;-10.641093;-10.182166;-10.539017;-9.642035;-11.677018;-9.421374;-9.628922;-1.8758563;-10.763087;-8.97514;-3.9281085;-7.948888;-4.821651;-7.807;-12.216509;-13.620783;-10.074818;-9.085662;-9.837047;-8.457721;-9.621721;-7.9844475;-14.469275;-12.493213;-14.418879;-5.7927556;-7.3609033;-8.361601;-5.8287416;-4.9328027;-7.2932997;-4.012233;-6.612507;-2.638644;-7.9103518;-11.172284;-5.1675186;-6.958899;-3.3735862;-5.398077;-6.577116;-8.408489;-4.7441287;-5.5010686;-3.6236753;-4.4814053;-9.7965975;-8.096395;-5.730566;-7.8564277;-10.261366;5.9200125;
-11.827259;-13.135195;-11.488747;-11.668112;-13.202512;-7.8798656;-11.695461;-12.238132;-14.893547;-14.307457;-6.8736844;-8.961088;-8.005455;-12.494399;-7.6268144;-8.149217;-10.547058;-14.114613;-9.896771;-12.065987;-10.059352;-15.094389;-11.942429;-10.960909;-14.611675;-16.46637;-16.2045;-12.964867;-11.344568;-6.2290826;-11.863962;-7.781701;-13.909505;-10.167968;-11.72171;-3.8532147;-11.862228;-6.2513957;-1.8363675;-7.7860813;-3.847769;-9.459679;-16.072866;-13.669625;-9.98028;-9.948165;-9.047537;-5.356483;-7.5698147;-4.5959415;-14.054057;-12.291973;-14.039159;-6.9106283;-6.464108;-5.0230217;-5.9432726;-5.0443025;-7.5755205;-4.77216;-6.7981224;-5.624614;-10.654407;-7.7836037;-3.8897665;-8.273695;-2.2993548;-6.500718;-6.516568;-8.066702;-5.8460197;-8.41467;-5.3994837;-2.4383693;-8.099378;-7.3011627;-6.079525;-8.917648;-12.220056;4.3918056;
-6.8669453;-6.898571;-2.8272598;-4.072985;-6.4686646;-5.746031;-3.311137;-3.7041442;-8.898174;-8.389802;-2.6988907;-5.2517676;-3.5656412;-6.360283;-2.4609632;-1.7238107;-3.472702;-6.723418;-1.0206381;-5.218026;-3.6555269;-7.227017;-4.8865085;-4.559827;-6.458423;-7.839114;-6.6348176;-4.0461946;-3.4470606;1.5333982;-5.8825216;-1.7876775;-3.6417854;-0.9786633;-2.6449068;-0.22183901;-3.3618116;1.4032493;3.0642412;-0.98917174;1.033986;-4.0952435;-5.2686195;-7.7596517;-0.44349474;-3.1557877;-2.0831165;1.6268793;-0.670804;1.4512547;-8.259547;-4.5198245;-7.6820393;-5.335347;-4.5729227;-1.9935541;-2.3227806;-4.201831;-3.510285;-1.2564878;-3.5723574;-5.7604775;-5.6554623;-2.8121867;-2.7954507;-3.8972492;1.7087629;-5.205612;-4.0089917;-2.5905912;-1.8112622;-5.9357185;-3.4654388;-1.2698739;-3.3684077;-2.5355616;-0.841102;-3.9085035;-4.6054096;-0.98584515;
-8.729109;-10.231715;-4.3441706;-8.7751665;-12.05028;-4.761738;-9.868965;-4.772212;-11.777142;-12.86001;-3.708346;-7.003238;-3.1677234;-11.922741;-7.7954803;-7.576733;-8.995051;-9.190566;-8.504677;-8.812206;-11.205193;-10.45321;-10.940983;-10.286202;-9.356201;-10.53257;-9.610272;-8.317435;-7.531915;-6.1769977;-7.9492817;-7.3230314;-7.227301;-6.588321;-10.00639;-3.3341804;-8.335378;-8.423301;-2.7919726;-8.047211;-6.271396;-8.453019;-9.413024;-12.253628;-7.184544;-6.4293427;-6.483262;-6.9158278;-10.470925;-7.418749;-12.689031;-9.829255;-12.393722;-7.3489914;-6.8805275;-6.6976805;-6.378391;-5.628962;-7.8717813;-3.469036;-6.2415214;-5.111127;-7.448268;-9.05902;-6.804382;-5.408343;-3.2756662;-7.14641;-6.1117697;-7.5804176;-5.424448;-7.801685;-8.193421;-6.5435424;-7.7334404;-7.9591613;-6.3958063;-6.846217;-9.103057;6.528472;
-7.5886946;-7.6614933;-3.848705;-7.5831847;-6.411484;-2.2756586;-5.502575;-4.012681;-10.007186;-10.741774;-1.7199883;-6.2590976;-2.9948516;-9.249249;-4.4414673;-4.281092;-4.28052;-5.641609;-2.4844804;-5.7640133;-4.8951945;-6.4824753;-6.2749233;-7.5446634;-8.315538;-8.066256;-9.06278;-7.5093884;-6.7539883;-2.4032629;-7.2343755;-2.6591377;-6.1342983;-3.869624;-7.2549605;-0.7755921;-6.593387;-4.0143013;1.6300488;-5.994335;-2.0601807;-4.770236;-9.013843;-9.670069;-4.761935;-5.517305;-4.9615746;-4.269405;-7.4385595;-4.618508;-10.468016;-5.5241795;-10.051165;-5.7514906;-4.377869;-4.5937176;-3.8466706;-4.275162;-5.694843;-0.9796755;-2.4355843;-4.8642707;-3.7467093;-4.613441;-2.96706;-5.9075127;-4.00912;-6.4076085;-6.241037;-5.150008;-5.333455;-7.725849;-4.062048;-5.7290406;-6.9264035;-5.521327;-3.0413558;-5.698675;-6.0462923;4.925645;
-5.1362247;-3.6317563;0.30353963;-2.8466754;-4.1741405;-2.4792304;-1.7160664;-0.8519957;-7.1746583;-7.5298886;1.1438371;-2.5857937;-1.5776647;-6.2746487;-2.1540053;-1.3482629;-1.2992319;-2.7683332;1.3751333;-1.0804002;-1.1437616;-3.4480793;-1.5122176;-3.62167;-5.548975;-4.778022;-4.712571;-2.6829782;-2.8289137;1.8069949;-4.1943636;0.1298801;-0.36613488;0.9613156;-2.0938025;1.2779784;-0.8701178;-0.5754826;4.9961953;-1.7310671;0.6892558;-1.6686401;-3.3437452;-7.4427867;0.18878126;-2.3635042;0.022257686;0.4500038;-2.3831081;-0.1646223;-7.705274;-0.8509251;-6.930676;-3.535928;-3.3959613;-2.3520775;-1.9367235;-2.4879699;-2.1394005;1.7897037;-0.096027166;-3.6565595;0.20684916;-0.9070996;-1.7936051;-3.12527;0.14271319;-4.3373847;-3.188232;-1.5226921;-1.5234464;-6.336379;-1.5004232;-3.0291638;-3.8059616;-1.5342225;-2.0877938;-2.4400258;-2.3778331;0.14467925;
-6.6011662;-7.5136924;-2.3853047;-5.756545;-8.119774;-3.0685773;-7.5205545;-4.1166887;-9.313661;-10.202002;-0.56736636;-1.0380079;-1.374325;-9.679547;-7.3599067;-6.693228;-7.9220905;-8.296764;-6.627186;-6.0892015;-7.271773;-8.82581;-7.2985816;-9.418337;-6.618545;-7.556855;-8.129031;-5.0083494;-6.1126127;-4.994196;-7.1025124;-5.0059395;-4.8542137;-4.9015603;-7.522826;-1.5559888;-7.470727;-8.671574;-2.0545444;-6.1278663;-5.324587;-5.513594;-7.1785073;-9.91438;-6.5942006;-7.0001664;-4.3251987;-5.4857807;-8.87735;-6.112006;-10.437064;-6.628089;-9.943444;-5.3622446;-7.148104;-5.7359486;-4.684092;-3.1294785;-6.0450077;-2.9206128;-3.746481;-1.8418185;-4.6775084;-6.5651703;-6.155805;-4.976165;-2.866051;-4.282411;-6.3114805;-5.244316;-3.0394337;-7.6124015;-6.4517;-4.9744673;-7.414956;-6.4857416;-7.1110563;-4.791909;-6.3369465;4.9358473;
-8.811085;-11.354294;-5.79508;-10.474155;-10.467395;-0.6415728;-10.545467;-6.580099;-12.530873;-12.989441;-0.79433024;-0.70364356;-1.9268075;-12.611796;-9.226891;-9.213984;-9.090569;-9.100469;-11.272432;-8.1909;-9.839548;-11.776448;-8.718293;-11.222129;-8.814294;-9.499408;-11.776452;-9.051725;-10.116473;-9.691598;-9.783302;-6.168266;-10.370686;-9.677439;-13.601011;-2.569568;-12.936171;-16.0033;-6.678621;-10.7566185;-7.6918187;-8.6932335;-12.474363;-12.636879;-12.725635;-9.142132;-7.699687;-12.82984;-15.185999;-10.317114;-13.449707;-12.789198;-12.573321;-5.498027;-7.603687;-6.6676483;-7.2858734;-5.512067;-8.196016;-4.677118;-7.0549717;-2.95102;-8.215099;-8.666607;-7.207411;-7.160815;-5.2864246;-4.949596;-7.8847146;-7.7512736;-3.6241574;-6.8570576;-6.9907827;-7.1403813;-10.32626;-7.8625317;-9.605539;-6.8666096;-7.485608;4.450056;
